date,season,year,month,hour,weekday,weather,temperature,feeling_temperature,humidity,windspeed,casual_user,registered_user,total_user,day_type,temp_group
2011-01-04,Spring,2011,1,19,Tuesday,Clear,9.84,12.88,48.0,7.0,2,110,112,Workday,Cold
2011-01-04,Spring,2011,1,20,Tuesday,Clear,9.84,12.88,48.0,7.0,1,53,54,Workday,Cold
2011-01-04,Spring,2011,1,21,Tuesday,Clear,9.02,13.64,64.0,0.0,0,48,48,Workday,Cold
2011-01-04,Spring,2011,1,22,Tuesday,Clear,9.02,12.88,64.0,6.0,1,34,35,Workday,Cold
2011-01-04,Spring,2011,1,23,Tuesday,Clear,8.2,11.36,69.0,6.0,2,9,11,Workday,Cold
2011-01-05,Spring,2011,1,0,Wednesday,Clear,8.2,12.88,64.0,0.0,0,6,6,Workday,Cold
2011-01-05,Spring,2011,1,1,Wednesday,Clear,6.56,9.85,74.0,6.0,0,6,6,Workday,Cold
2011-01-05,Spring,2011,1,2,Wednesday,Clear,6.56,9.85,74.0,6.0,0,2,2,Workday,Cold
2011-01-05,Spring,2011,1,4,Wednesday,Clear,9.84,11.36,48.0,15.0,0,2,2,Workday,Cold
2011-01-05,Spring,2011,1,5,Wednesday,Clear,9.02,11.36,47.0,11.0,0,3,3,Workday,Cold
2011-01-05,Spring,2011,1,6,Wednesday,Clear,8.2,9.85,47.0,15.0,0,33,33,Workday,Cold
2011-01-05,Spring,2011,1,7,Wednesday,Clear,7.38,9.09,43.0,13.0,1,87,88,Workday,Cold
2011-01-05,Spring,2011,1,8,Wednesday,Clear,8.2,9.09,40.0,20.0,3,192,195,Workday,Cold
2011-01-05,Spring,2011,1,9,Wednesday,Clear,9.02,9.85,37.0,22.0,6,109,115,Workday,Cold
2011-01-05,Spring,2011,1,10,Wednesday,Clear,9.02,9.85,37.0,22.0,4,53,57,Workday,Cold
2011-01-05,Spring,2011,1,11,Wednesday,Clear,10.66,11.36,33.0,22.0,12,34,46,Workday,Warm
2011-01-05,Spring,2011,1,12,Wednesday,Clear,10.66,11.36,33.0,22.0,5,74,79,Workday,Warm
2011-01-05,Spring,2011,1,13,Wednesday,Clear,11.48,12.88,30.0,20.0,6,65,71,Workday,Warm
2011-01-05,Spring,2011,1,14,Wednesday,Clear,12.3,14.4,28.0,13.0,10,52,62,Workday,Warm
2011-01-05,Spring,2011,1,15,Wednesday,Clear,12.3,14.4,28.0,13.0,7,55,62,Workday,Warm
2011-01-05,Spring,2011,1,16,Wednesday,Clear,12.3,15.91,28.0,6.0,4,85,89,Workday,Warm
2011-01-05,Spring,2011,1,17,Wednesday,Clear,9.84,11.36,38.0,13.0,4,186,190,Workday,Cold
2011-01-05,Spring,2011,1,18,Wednesday,Clear,9.84,12.12,38.0,9.0,3,166,169,Workday,Cold
2011-01-05,Spring,2011,1,19,Wednesday,Clear,9.84,12.88,38.0,7.0,5,127,132,Workday,Cold
2011-01-05,Spring,2011,1,20,Wednesday,Clear,9.02,11.36,47.0,11.0,7,82,89,Workday,Cold
2011-01-05,Spring,2011,1,21,Wednesday,Clear,8.2,9.85,51.0,13.0,3,40,43,Workday,Cold
2011-01-05,Spring,2011,1,22,Wednesday,Clear,7.38,9.85,55.0,9.0,1,41,42,Workday,Cold
2011-01-05,Spring,2011,1,23,Wednesday,Clear,8.2,12.88,47.0,0.0,1,18,19,Workday,Cold
2011-01-06,Spring,2011,1,0,Thursday,Clear,7.38,12.12,55.0,0.0,0,11,11,Workday,Cold
2011-01-06,Spring,2011,1,1,Thursday,Clear,6.56,11.36,64.0,0.0,0,4,4,Workday,Cold
2011-01-06,Spring,2011,1,2,Thursday,Clear,6.56,11.36,64.0,0.0,0,2,2,Workday,Cold
2011-01-06,Spring,2011,1,4,Thursday,Mist,6.56,9.85,64.0,6.0,0,1,1,Workday,Cold
2011-01-06,Spring,2011,1,5,Thursday,Mist,5.74,9.09,69.0,6.0,0,4,4,Workday,Cold
2011-01-06,Spring,2011,1,6,Thursday,Mist,5.74,8.33,63.0,7.0,0,36,36,Workday,Cold
2011-01-06,Spring,2011,1,7,Thursday,Mist,6.56,11.36,59.0,0.0,0,95,95,Workday,Cold
2011-01-06,Spring,2011,1,8,Thursday,Clear,6.56,11.36,59.0,0.0,3,216,219,Workday,Cold
2011-01-06,Spring,2011,1,9,Thursday,Mist,7.38,12.12,51.0,0.0,6,116,122,Workday,Cold
2011-01-06,Spring,2011,1,10,Thursday,Clear,8.2,12.88,47.0,0.0,3,42,45,Workday,Cold
2011-01-06,Spring,2011,1,11,Thursday,Clear,9.02,12.88,44.0,6.0,2,57,59,Workday,Cold
2011-01-06,Spring,2011,1,12,Thursday,Clear,10.66,14.4,35.0,0.0,6,78,84,Workday,Warm
2011-01-06,Spring,2011,1,13,Thursday,Clear,10.66,13.64,35.0,7.0,12,55,67,Workday,Warm
2011-01-06,Spring,2011,1,14,Thursday,Clear,11.48,13.64,36.0,11.0,11,59,70,Workday,Warm
2011-01-06,Spring,2011,1,15,Thursday,Clear,11.48,13.64,36.0,0.0,8,54,62,Workday,Warm
2011-01-06,Spring,2011,1,16,Thursday,Clear,10.66,12.88,38.0,11.0,12,74,86,Workday,Warm
2011-01-06,Spring,2011,1,17,Thursday,Clear,9.02,11.36,51.0,11.0,9,163,172,Workday,Cold
2011-01-06,Spring,2011,1,18,Thursday,Clear,9.02,11.36,51.0,9.0,5,158,163,Workday,Cold
2011-01-06,Spring,2011,1,19,Thursday,Clear,9.02,12.88,55.0,6.0,3,109,112,Workday,Cold
2011-01-06,Spring,2011,1,20,Thursday,Clear,8.2,10.6,51.0,11.0,3,66,69,Workday,Cold
2011-01-06,Spring,2011,1,21,Thursday,Mist,9.02,10.6,55.0,15.0,0,48,48,Workday,Cold
2011-01-06,Spring,2011,1,22,Thursday,Mist,9.02,10.6,51.0,19.0,1,51,52,Workday,Cold
2011-01-06,Spring,2011,1,23,Thursday,Mist,8.2,9.85,59.0,13.0,4,19,23,Workday,Cold
2011-01-07,Spring,2011,1,0,Friday,Mist,8.2,9.85,64.0,13.0,4,13,17,Workday,Cold
2011-01-07,Spring,2011,1,1,Friday,Mist,8.2,9.85,69.0,15.0,2,5,7,Workday,Cold
2011-01-07,Spring,2011,1,2,Friday,Mist,8.2,9.85,69.0,15.0,0,1,1,Workday,Cold
2011-01-07,Spring,2011,1,4,Friday,Mist,8.2,10.6,69.0,9.0,0,1,1,Workday,Cold
2011-01-07,Spring,2011,1,5,Friday,Light Precipitation,9.02,13.64,55.0,0.0,0,5,5,Workday,Cold
2011-01-07,Spring,2011,1,6,Friday,Mist,8.2,12.88,69.0,0.0,8,26,34,Workday,Cold
2011-01-07,Spring,2011,1,7,Friday,Clear,8.2,10.6,69.0,9.0,8,76,84,Workday,Cold
2011-01-07,Spring,2011,1,8,Friday,Clear,8.2,9.85,51.0,17.0,20,190,210,Workday,Cold
2011-01-07,Spring,2011,1,9,Friday,Clear,8.2,9.09,47.0,20.0,9,125,134,Workday,Cold
2011-01-07,Spring,2011,1,10,Friday,Clear,9.02,9.85,37.0,22.0,16,47,63,Workday,Cold
2011-01-07,Spring,2011,1,11,Friday,Mist,8.2,9.85,40.0,15.0,19,48,67,Workday,Cold
2011-01-07,Spring,2011,1,12,Friday,Mist,8.2,9.85,37.0,17.0,9,50,59,Workday,Cold
2011-01-07,Spring,2011,1,13,Friday,Mist,8.2,9.09,37.0,19.0,9,64,73,Workday,Cold
2011-01-07,Spring,2011,1,14,Friday,Mist,8.2,9.85,40.0,17.0,7,43,50,Workday,Cold
2011-01-07,Spring,2011,1,15,Friday,Mist,8.2,10.6,37.0,11.0,9,63,72,Workday,Cold
2011-01-07,Spring,2011,1,16,Friday,Mist,8.2,10.6,37.0,11.0,5,82,87,Workday,Cold
2011-01-07,Spring,2011,1,17,Friday,Mist,8.2,12.88,37.0,0.0,9,178,187,Workday,Cold
2011-01-07,Spring,2011,1,18,Friday,Clear,8.2,11.36,40.0,6.0,7,116,123,Workday,Cold
2011-01-07,Spring,2011,1,19,Friday,Clear,6.56,9.85,55.0,6.0,3,92,95,Workday,Cold
2011-01-07,Spring,2011,1,20,Friday,Clear,7.38,10.6,47.0,7.0,1,50,51,Workday,Cold
2011-01-07,Spring,2011,1,21,Friday,Clear,7.38,9.85,47.0,9.0,0,39,39,Workday,Cold
2011-01-07,Spring,2011,1,22,Friday,Mist,7.38,9.85,43.0,11.0,2,34,36,Workday,Cold
2011-01-07,Spring,2011,1,23,Friday,Mist,7.38,9.85,51.0,11.0,1,14,15,Workday,Cold
2011-01-08,Spring,2011,1,0,Saturday,Mist,7.38,9.85,51.0,11.0,1,24,25,Holiday,Cold
2011-01-08,Spring,2011,1,1,Saturday,Mist,7.38,10.6,55.0,6.0,1,15,16,Holiday,Cold
2011-01-08,Spring,2011,1,2,Saturday,Mist,7.38,12.12,55.0,0.0,3,13,16,Holiday,Cold
2011-01-08,Spring,2011,1,3,Saturday,Light Precipitation,7.38,9.85,55.0,11.0,0,7,7,Holiday,Cold
2011-01-08,Spring,2011,1,4,Saturday,Light Precipitation,7.38,9.85,55.0,11.0,0,1,1,Holiday,Cold
2011-01-08,Spring,2011,1,5,Saturday,Mist,6.56,8.33,74.0,11.0,0,5,5,Holiday,Cold
2011-01-08,Spring,2011,1,6,Saturday,Mist,6.56,8.33,74.0,11.0,0,2,2,Holiday,Cold
2011-01-08,Spring,2011,1,7,Saturday,Mist,6.56,9.09,74.0,7.0,1,8,9,Holiday,Cold
2011-01-08,Spring,2011,1,8,Saturday,Light Precipitation,6.56,9.09,93.0,7.0,0,15,15,Holiday,Cold
2011-01-08,Spring,2011,1,9,Saturday,Light Precipitation,6.56,9.09,93.0,7.0,0,20,20,Holiday,Cold
2011-01-08,Spring,2011,1,10,Saturday,Mist,7.38,9.85,80.0,11.0,5,56,61,Holiday,Cold
2011-01-08,Spring,2011,1,11,Saturday,Mist,8.2,9.09,69.0,26.0,2,60,62,Holiday,Cold
2011-01-08,Spring,2011,1,12,Saturday,Mist,8.2,9.09,59.0,24.0,8,90,98,Holiday,Cold
2011-01-08,Spring,2011,1,13,Saturday,Clear,8.2,9.09,44.0,22.0,7,95,102,Holiday,Cold
2011-01-08,Spring,2011,1,14,Saturday,Clear,8.2,8.33,32.0,33.0,12,83,95,Holiday,Cold
2011-01-08,Spring,2011,1,15,Saturday,Clear,8.2,8.33,32.0,30.0,5,69,74,Holiday,Cold
2011-01-08,Spring,2011,1,16,Saturday,Clear,7.38,6.82,29.0,30.0,8,68,76,Holiday,Cold
2011-01-08,Spring,2011,1,17,Saturday,Clear,6.56,6.06,37.0,37.0,5,64,69,Holiday,Cold
2011-01-08,Spring,2011,1,18,Saturday,Clear,5.74,6.06,39.0,20.0,3,52,55,Holiday,Cold
2011-01-08,Spring,2011,1,19,Saturday,Clear,5.74,6.06,36.0,17.0,4,26,30,Holiday,Cold
2011-01-08,Spring,2011,1,20,Saturday,Clear,4.92,6.06,36.0,17.0,0,28,28,Holiday,Cold
2011-01-08,Spring,2011,1,21,Saturday,Clear,4.92,5.3,39.0,24.0,2,35,37,Holiday,Cold
2011-01-08,Spring,2011,1,22,Saturday,Clear,4.92,5.3,36.0,26.0,1,33,34,Holiday,Cold
2011-01-08,Spring,2011,1,23,Saturday,Clear,4.1,3.03,39.0,30.0,0,22,22,Holiday,Cold
2011-01-09,Spring,2011,1,0,Sunday,Clear,4.1,3.79,42.0,26.0,1,24,25,Holiday,Cold
2011-01-09,Spring,2011,1,1,Sunday,Clear,4.1,3.03,42.0,31.0,0,12,12,Holiday,Cold
2011-01-09,Spring,2011,1,2,Sunday,Clear,4.1,3.03,46.0,31.0,0,11,11,Holiday,Cold
2011-01-09,Spring,2011,1,3,Sunday,Clear,4.1,3.79,46.0,28.0,0,4,4,Holiday,Cold
2011-01-09,Spring,2011,1,4,Sunday,Clear,3.28,4.54,53.0,13.0,0,1,1,Holiday,Cold
2011-01-09,Spring,2011,1,5,Sunday,Clear,3.28,4.54,53.0,13.0,0,1,1,Holiday,Cold
2011-01-09,Spring,2011,1,6,Sunday,Clear,4.1,4.54,49.0,19.0,0,1,1,Holiday,Cold
2011-01-09,Spring,2011,1,7,Sunday,Clear,3.28,4.54,53.0,13.0,1,5,6,Holiday,Cold
2011-01-09,Spring,2011,1,8,Sunday,Clear,4.1,4.54,49.0,19.0,0,10,10,Holiday,Cold
2011-01-09,Spring,2011,1,9,Sunday,Clear,4.92,3.79,46.0,35.0,0,19,19,Holiday,Cold
2011-01-09,Spring,2011,1,10,Sunday,Clear,5.74,5.3,43.0,26.0,0,49,49,Holiday,Cold
2011-01-09,Spring,2011,1,11,Sunday,Clear,6.56,6.06,40.0,35.0,2,47,49,Holiday,Cold
2011-01-09,Spring,2011,1,12,Sunday,Clear,7.38,6.82,37.0,30.0,4,79,83,Holiday,Cold
2011-01-09,Spring,2011,1,13,Sunday,Clear,8.2,8.33,34.0,30.0,6,69,75,Holiday,Cold
2011-01-09,Spring,2011,1,14,Sunday,Clear,9.02,9.09,32.0,31.0,8,64,72,Holiday,Cold
2011-01-09,Spring,2011,1,15,Sunday,Clear,9.02,9.85,35.0,24.0,5,77,82,Holiday,Cold
2011-01-09,Spring,2011,1,16,Sunday,Clear,8.2,8.33,34.0,30.0,13,79,92,Holiday,Cold
2011-01-09,Spring,2011,1,17,Sunday,Clear,7.38,7.58,37.0,26.0,3,59,62,Holiday,Cold
2011-01-09,Spring,2011,1,18,Sunday,Clear,6.56,6.82,40.0,22.0,4,44,48,Holiday,Cold
2011-01-09,Spring,2011,1,19,Sunday,Clear,6.56,6.82,43.0,22.0,1,40,41,Holiday,Cold
2011-01-09,Spring,2011,1,20,Sunday,Clear,5.74,6.06,46.0,17.0,0,38,38,Holiday,Cold
2011-01-09,Spring,2011,1,21,Sunday,Clear,5.74,5.3,46.0,28.0,1,19,20,Holiday,Cold
2011-01-09,Spring,2011,1,22,Sunday,Clear,5.74,6.06,46.0,20.0,5,10,15,Holiday,Cold
2011-01-09,Spring,2011,1,23,Sunday,Clear,4.92,6.82,50.0,13.0,0,6,6,Holiday,Cold
2011-01-10,Spring,2011,1,0,Monday,Clear,4.92,6.06,50.0,19.0,2,3,5,Workday,Cold
2011-01-10,Spring,2011,1,1,Monday,Clear,4.92,6.06,50.0,19.0,1,0,1,Workday,Cold
2011-01-10,Spring,2011,1,2,Monday,Clear,4.92,6.06,50.0,15.0,0,3,3,Workday,Cold
2011-01-10,Spring,2011,1,3,Monday,Clear,4.92,6.06,50.0,15.0,0,1,1,Workday,Cold
2011-01-10,Spring,2011,1,4,Monday,Clear,4.1,6.06,54.0,9.0,1,2,3,Workday,Cold
2011-01-10,Spring,2011,1,5,Monday,Clear,4.1,5.3,54.0,17.0,0,3,3,Workday,Cold
2011-01-10,Spring,2011,1,6,Monday,Clear,4.92,6.06,50.0,19.0,0,31,31,Workday,Cold
2011-01-10,Spring,2011,1,7,Monday,Clear,4.92,6.06,50.0,15.0,2,75,77,Workday,Cold
2011-01-10,Spring,2011,1,8,Monday,Mist,4.92,6.06,50.0,19.0,4,184,188,Workday,Cold
2011-01-10,Spring,2011,1,9,Monday,Mist,5.74,6.06,50.0,17.0,2,92,94,Workday,Cold
2011-01-10,Spring,2011,1,10,Monday,Mist,5.74,6.06,50.0,20.0,0,31,31,Workday,Cold
2011-01-10,Spring,2011,1,11,Monday,Mist,6.56,6.82,47.0,19.0,2,28,30,Workday,Cold
2011-01-10,Spring,2011,1,12,Monday,Mist,8.2,9.09,40.0,19.0,5,47,52,Workday,Cold
2011-01-10,Spring,2011,1,13,Monday,Mist,8.2,9.09,40.0,19.0,4,50,54,Workday,Cold
2011-01-10,Spring,2011,1,14,Monday,Mist,8.2,9.85,40.0,15.0,0,47,47,Workday,Cold
2011-01-10,Spring,2011,1,15,Monday,Mist,8.2,9.85,40.0,15.0,2,43,45,Workday,Cold
2011-01-10,Spring,2011,1,16,Monday,Clear,8.2,10.6,40.0,9.0,4,70,74,Workday,Cold
2011-01-10,Spring,2011,1,17,Monday,Clear,8.2,11.36,40.0,7.0,4,174,178,Workday,Cold
2011-01-10,Spring,2011,1,18,Monday,Clear,8.2,9.85,40.0,15.0,1,154,155,Workday,Cold
2011-01-10,Spring,2011,1,19,Monday,Clear,6.56,8.33,47.0,11.0,3,92,95,Workday,Cold
2011-01-10,Spring,2011,1,20,Monday,Clear,6.56,8.33,50.0,11.0,1,73,74,Workday,Cold
2011-01-10,Spring,2011,1,21,Monday,Clear,5.74,6.82,59.0,13.0,1,37,38,Workday,Cold
2011-01-10,Spring,2011,1,22,Monday,Clear,5.74,7.58,59.0,11.0,2,22,24,Workday,Cold
2011-01-10,Spring,2011,1,23,Monday,Clear,5.74,7.58,59.0,11.0,0,18,18,Workday,Cold
2011-01-11,Spring,2011,1,0,Tuesday,Clear,5.74,8.33,59.0,7.0,2,10,12,Workday,Cold
2011-01-11,Spring,2011,1,1,Tuesday,Clear,5.74,7.58,59.0,11.0,0,3,3,Workday,Cold
2011-01-11,Spring,2011,1,2,Tuesday,Mist,6.56,7.58,55.0,13.0,0,3,3,Workday,Cold
2011-01-11,Spring,2011,1,5,Tuesday,Mist,6.56,9.09,55.0,9.0,0,6,6,Workday,Cold
2011-01-11,Spring,2011,1,6,Tuesday,Mist,6.56,9.09,55.0,9.0,0,27,27,Workday,Cold
2011-01-11,Spring,2011,1,7,Tuesday,Mist,6.56,11.36,55.0,0.0,2,97,99,Workday,Cold
2011-01-11,Spring,2011,1,8,Tuesday,Mist,7.38,10.6,51.0,6.0,3,214,217,Workday,Cold
2011-01-11,Spring,2011,1,9,Tuesday,Mist,7.38,9.85,51.0,11.0,3,127,130,Workday,Cold
